"Cod Cliente","Cliente","UF","Cidade","Região"
"0008472","Luis Lima Ferreira","ES ","VILA VELHA ","SU"
"0008482","Kaua Lima Araujo","PB ","JOAO PESSOA ","NE"
"0008492","Júlio Almeida Silva","SP ","CAMPINAS ","SU"
"0008502","Luís Oliveira Ribeiro","MG ","Machado ","SU"
"0008512","Renan Santos Alves","AM ","MANAUS ","NO"
"0008522","Ágatha Fernandes Oliveira","RS ","PASSO FUNDO ","SU"
"0008532","Bianca Alves Sousa","AM ","MANAUS ","NO"
"0008542","Manuela Sousa Gomes","DF ","BRASILIA ","SU"
"0008552","Diego Barros Carvalho","DF ","Brasilia ","SU"
"0008562","Kaua Carvalho Almeida","DF ","Brasilia ","SU"
"0008572","Isabela Correia Goncalves","DF ","BRASILIA ","SU"
"0008582","Anna Almeida Ribeiro","MG ","BRUMADINHO ","SU"
"0008592","Luis Dias Alves","SC ","BRUSQUE ","SU"
"0008602","João Azevedo Oliveira","DF ","BRASILIA ","SU"
"0008612","Kaua Costa Cavalcanti","DF ","Brasilia ","SU"
"0008622","Gabriela Pereira Dias","DF ","Brasilia ","SU"
"0008632","Bruno Fernandes Almeida","BA ","BRUMADO ","NE"
"0008642","Brenda Araujo Souza","ES ","VITORIA ","SU"
"0008652","Melissa Fernandes Lima","MG ","ITAMBACURI ","SU"
"0008662","Ágatha Silva Rodrigues","PE ","RECIFE ","NE"
"0008672","Tânia Carvalho Fernandes","0","0","Exterior"
"0008682","Júlio Carvalho Sousa","PE ","RECIFE ","NE"
"0008692","Diogo Souza Fernandes","0","0","Exterior"
"0008702","Marina Barros Fernandes","MS ","CAMPO GRANDE ","SU"
"0008712","Antônio Gomes Barbosa","SP ","SAO PAULO ","SU"
"0008722","Rebeca Alves Sousa","MT ","Campo Novo do Parecis ","SU"
"0008732","Gabriel Sousa Castro","0","0","Exterior"
"0008742","Carlos Silva Cunha","0","0","Exterior"
"0008752","Daniel Fernandes Correia","0","0","Exterior"
"0008762","Murilo Souza Barbosa","0","0","Exterior"
"0008772","Sophia Souza Araujo","0","0","Exterior"
"0008782","Thiago Gomes Rodrigues","0","0","Exterior"
"0008792","Leonor Souza Rocha","0","0","Exterior"
"0008802","Kaua Sousa Goncalves","0","0","Exterior"
"0008812","Vitor Cavalcanti Carvalho","0","0","Exterior"
"0008822","Mariana Melo Oliveira","0","0","Exterior"
"0008832","Thaís Goncalves Correia","RJ ","RIO DE JANEIRO ","SU"
"0008842","Beatriz Almeida Fernandes","DF ","BRASILIA ","SU"
"0008852","Tomás Correia Dias","PI ","TERESINA ","NE"
"0008862","Julia Pereira Araujo","GO ","GOIANIA ","SU"
"0008872","Gabriela Lima Correia","PE ","RECIFE ","NE"
"0008882","Guilherme Correia Santos","ES ","Vitoria ","SU"
"0008892","Sarah Alves Goncalves","SP ","RIBEIRAO PRETO ","SU"
"0008902","Igor Correia Carvalho","RJ ","CAMPOS DOS GOYTACAZES ","SU"
"0008912","Beatrice Rodrigues Lima","AM ","PARINTINS ","NO"
"0008922","Vitór Martins Castro","PA ","PARAUAPEBAS ","NO"
"0008932","Arthur Cardoso Araujo","0","0","Exterior"
"0008942","Marisa Dias Ribeiro","SP ","VOTUPORANGA ","SU"
"0008952","Vitoria Sousa Correia","RJ ","RIO DE JANEIRO ","SU"
"0008962","Kauan Araujo Cardoso","RJ ","RIO DE JANEIRO ","SU"
"0008972","Kaua Cardoso Silva","MG ","ITAUNA ","SU"
"0008982","Pedro Ribeiro Barbosa","0","0","Exterior"
"0008992","Vitór Melo Azevedo","GO ","Goiania ","SU"
"0009002","Nicolas Cunha Martins","BA ","VITORIA DA CONQUISTA ","NE"
"0009012","Vinícius Costa Cunha","SP ","Vinhedo ","SU"
"0009022","Diego Araujo Lima","BA ","VITORIA DA CONQUISTA ","NE"
"0009032","Amanda Almeida Dias","DF ","BRASILIA ","SU"
"0009042","Erick Araujo Rodrigues","0","0","Exterior"
"0009052","Bruno Rocha Almeida","0","0","Exterior"
"0009062","Marina Martins Barros","MG ","ITABIRA ","SU"
"0009072","Rafael Dias Almeida","0","0","Exterior"
"0009082","Tomás Goncalves Azevedo","0","0","Exterior"
"0009092","Carolina Almeida Castro","SP ","Ribeirao Preto ","SU"
"0009102","André Carvalho Cunha","0","0","Exterior"
"0009112","Paulo Cardoso Martins","MG ","VARGINHA ","SU"
"0009122","Rebeca Azevedo Araujo","PE ","CARUARU ","NE"
"0009132","Daniel Correia Melo","0","0","Exterior"
"0009142","Raissa Carvalho Souza","0","0","Exterior"
"0009152","Rodrigo Silva Almeida","SE ","SAO CRISTOVAO ","NE"
"0009162","Victor Fernandes Alves","0","0","Exterior"
"0009172","Clara Carvalho Souza","ES ","VILA VELHA ","SU"
"0009182","Marisa Sousa Cardoso","SP ","VOTUPORANGA ","SU"
"0009192","Sofia Lima Costa","RJ ","RIO DE JANEIRO ","SU"
"0009202","Lara Fernandes Correia","MG ","VARGINHA ","SU"
"0009212","Miguel Dias Ferreira","0","0","Exterior"
"0009222","Pedro Araujo Barros","0","0","Exterior"
"0009232","Julia Lima Dias","MG ","Varginha ","SU"
"0009242","Gabriela Carvalho Lima","PE ","RECIFE ","NE"
"0009252","Fábio Barros Alves","0","0","Exterior"
"0009262","Tiago Cavalcanti Martins","BA ","Itabuna ","NE"
"0009272","Mateus Souza Rocha","RJ ","NITEROI ","SU"
"0009282","Yasmin Almeida Cunha","0","0","Exterior"
"0009292","Bianca Castro Ribeiro","CE ","FORTALEZA ","NE"
"0009302","Tânia Fernandes Rodrigues","MG ","PEDRO LEOPOLDO ","SU"
"0009312","Otávio Ferreira Correia","0","0","Exterior"
"0009322","André Barros Carvalho","SP ","SAO PAULO ","SU"
"0009332","Isabella Cavalcanti Souza","0","0","Exterior"
"0009342","Giovana Barros Goncalves","SP ","SAO PAULO ","SU"
"0009352","Giovanna Cunha Melo","MG ","GOVERNADOR VALADARES ","SU"
"0009362","Mariana Souza Santos","0","0","Exterior"
"0009372","Matilde Dias Cardoso","PR ","LONDRINA ","SU"
"0009382","Felipe Cavalcanti Melo","MS ","CAMPO GRANDE ","SU"
"0009392","Diego Cavalcanti Almeida","PE ","Cabo de Santo Agostinho ","NE"
"0009402","Luana Silva Martins","SP ","SAO PAULO ","SU"
"0009412","Eduarda Pereira Oliveira","0","0","Exterior"
"0009422","Alice Correia Castro","RJ ","RIO DE JANEIRO ","SU"
"0009432","Paulo Martins Silva","SP ","SAO PAULO ","SU"
"0009442","Kauê Silva Gomes","MG ","Patos de Minas ","SU"
"0009452","Diogo Cunha Cavalcanti","SP ","SAO PAULO ","SU"
"0009462","Renan Dias Silva","0","0","Exterior"
"0009472","Gabriela Pinto Lima","0","0","Exterior"
"0009482","Eduarda Oliveira Cunha","PE ","PAUDALHO ","NE"
"0009492","Ágatha Melo Sousa","MS ","CAMPO GRANDE ","SU"
"0009502","Davi Rocha Lima","0","0","Exterior"
"0009512","Gabrielle Ferreira Lima","0","0","Exterior"
"0009522","André Gomes Dias","PI ","Campo Maior ","NE"
"0009532","Enzo Martins Pereira","0","0","Exterior"
"0009542","Danilo Almeida Cavalcanti","AL ","MACEIO ","NE"
"0009552","Raissa Correia Carvalho","0","0","Exterior"
"0009562","Anna Costa Souza","0","0","Exterior"
"0009572","Emilly Santos Gomes","0","0","Exterior"
"0009582","André Lima Oliveira","CE ","FORTALEZA ","NE"
"0009592","Arthur Cavalcanti Ribeiro","0","0","Exterior"
"0009602","Julian Castro Rodrigues","0","0","Exterior"
"0009612","Julia Goncalves Silva","0","0","Exterior"
"0009622","Breno Pereira Sousa","SP ","SAO PAULO ","SU"
"0009632","Kai Rocha Souza","0","0","Exterior"
"0009642","Rebeca Dias Rodrigues","0","0","Exterior"
"0009652","Otávio Azevedo Alves","0","0","Exterior"
"0009662","Giovana Rodrigues Silva","RS ","IJUI ","SU"
"0009672","João Alves Martins","0","0","Exterior"
"0009682","Giovana Pinto Sousa","0","0","Exterior"
"0009692","Kauã Cardoso Oliveira","SP ","Sao Jose dos Campos ","SU"
"0009702","Rodrigo Silva Araujo","SP ","SAO PAULO ","SU"
"0009712","Sophia Sousa Cavalcanti","0","0","Exterior"
"0009722","Gabriela Barros Santos","0","0","Exterior"
"0009732","Camila Carvalho Cardoso","0","0","Exterior"
"0009742","Lara Pinto Barros","RS ","VENANCIO AIRES ","SU"
"0009752","Beatriz Pereira Martins","0","0","Exterior"
"0009762","Breno Almeida Costa","ES ","VITORIA ","SU"
"0009772","Vitória Barbosa Ferreira","MA ","CAXIAS ","NE"
"0009782","Marina Dias Goncalves","0","0","Exterior"
"0009792","Yasmin Costa Pinto","MG ","JUIZ DE FORA ","SU"
"0009802","Luís Rocha Dias","0","0","Exterior"
"0009812","Vitor Ferreira Souza","0","0","Exterior"
"0009822","Manuela Cardoso Costa","CE ","FORTALEZA ","NE"
"0009832","Carla Dias Cavalcanti","MA ","SAO LUIS ","NE"
"0009842","Sofia Pereira Araujo","0","0","Exterior"
"0009852","Gabrielly Barros Goncalves","SP ","SAO PAULO ","SU"
"0009862","Gabrielle Ferreira Cavalcanti","0","0","Exterior"
"0009872","Ágatha Carvalho Dias","SP ","GUARULHOS ","SU"
"0009882","Mariana Lima Goncalves","0","0","Exterior"
"0009892","Lara Melo Costa","SP ","SAO JOSE DO RIO PRETO ","SU"
"0009902","Livia Souza Martins","0","0","Exterior"
"0009912","Guilherme Souza Silva","0","0","Exterior"
"0009922","Paulo Cunha Almeida","0","0","Exterior"
"0009932","Amanda Almeida Santos","SP ","Ribeirao Preto ","SU"
"0009942","Julian Correia Ribeiro","SP ","HORTOLANDIA ","SU"
"0009952","Júlio Azevedo Sousa","0","0","Exterior"
"0009962","Luis Fernandes Oliveira","0","0","Exterior"
"0009972","Nicolash Dias Melo","MA ","IMPERATRIZ ","NE"
"0009982","Rebeca Melo Cunha","RJ ","RIO BONITO ","SU"
"0009992","Ryan Dias Rocha","ES ","VITORIA ","SU"
"00010002","Igor Souza Gomes","0","0","Exterior"
"00010022","Breno Lima Martins","RJ ","RIO DE JANEIRO ","SU"
"00010032","Gabriela Carvalho Cardoso","0","0","Exterior"
"00010042","Brenda Sousa Costa","0","0","Exterior"
"00010052","Carlos Santos Melo","SP ","PIRACICABA ","SU"
"00010062","Eduarda Lima Carvalho","0","0","Exterior"
"00010072","Rafaela Pereira Azevedo","RJ ","ILHA DO GOVERNADOR ","SU"
"00010082","Estevan Dias Cardoso","SP ","SAO PAULO ","SU"
"00010092","Sarah Lima Rodrigues","0","0","Exterior"
"00010102","Marcos Pinto Goncalves","0","0","Exterior"
"00010112","Julia Lima Azevedo","0","0","Exterior"
"00010122","Emily Cardoso Goncalves","0","0","Exterior"
"00010132","Isabela Carvalho Rodrigues","TO ","PALMAS ","NO"
"00010142","Amanda Carvalho Rocha","0","0","Exterior"
"00010162","Gustavo Cunha Rodrigues","0","0","Exterior"
"00010172","Marcos Alves Araujo","0","0","Exterior"
"00010182","Ágatha Sousa Souza","0","0","Exterior"
"00010192","Rebeca Barbosa Araujo","MA ","IMPERATRIZ ","NE"
"00010202","Rafael Rodrigues Ribeiro","0","0","Exterior"
"00010212","Lara Carvalho Correia","0","0","Exterior"
"00010222","Vitoria Cardoso Pereira","RJ ","ITAGUAI ","SU"
"00010232","Laura Correia Azevedo","RJ ","RIO DE JANEIRO ","SU"
"00010242","Carolina Alves Cavalcanti","0","0","Exterior"
"00010252","Julia Fernandes Sousa","0","0","Exterior"
"00010272","Samuel Dias Lima","0","0","Exterior"
"00010282","Júlio Oliveira Pinto","0","0","Exterior"
"00010292","Daniel Silva Castro","RJ ","RIO DE JANEIRO ","SU"
"00010302","Julian Barros Sousa","PE ","RECIFE ","NE"
"00010312","Julian Lima Martins","PB ","JOAO PESSOA ","NE"
"00010332","Rafaela Rodrigues Azevedo","RJ ","PIRAI ","SU"
"00010342","Julian Barbosa Souza","RJ ","RIO DE JANEIRO ","SU"
"00010352","Lara Pereira Sousa","0","0","Exterior"
"00010362","Sarah Araujo Castro","AM ","MANAUS ","NO"
"00010372","Nicolash Gomes Cavalcanti","GO ","GOIANIA ","SU"
"00010382","Laura Barbosa Ferreira","0","0","Exterior"
"00010392","Livia Castro Dias","RJ ","RIO DE JANEIRO ","SU"
"00010402","Arthur Barbosa Rocha","0","0","Exterior"
"00010412","Mariana Castro Silva","PE ","CARUARU ","NE"
"00010422","Amanda Melo Souza","RJ ","CAMPOS DOS GOYTACAZES ","SU"
"00010432","Isabelle Cardoso Melo","SP ","CAMPINAS ","SU"
"00010442","Lucas Correia Cardoso","0","0","Exterior"
"00010452","Sophia Correia Almeida","RJ ","RIO DE JANEIRO ","SU"
"00010462","Julian Oliveira Araujo","0","0","Exterior"
"00010472","Samuel Alves Rocha","0","0","Exterior"
"00010482","Estevan Costa Alves","RJ ","RIO DE JANEIRO ","SU"
"00010492","Letícia Souza Gomes","GO ","GOIANIA ","SU"
"00010502","Diego Rodrigues Lima","0","0","Exterior"
"00010512","Renan Carvalho Martins","BA ","Catu ","NE"
"00010522","Maria Fernandes Barros","PR ","PATO BRANCO ","SU"
"00010532","Rebeca Castro Dias","GO ","GOIANIA ","SU"
"00010542","Thiago Alves Almeida","0","0","Exterior"
"00010552","Miguel Castro Barbosa","0","0","Exterior"
"00010562","Luan Barbosa Sousa","SP ","SANTOS ","SU"
"00010572","Nicole Cunha Azevedo","0","0","Exterior"
"00010582","Miguel Araujo Silva","0","0","Exterior"
"00010592","Douglas Castro Alves","0","0","Exterior"
"00010602","Diego Pereira Ferreira","MG ","JUIZ DE FORA ","SU"
"00010612","Fernanda Azevedo Melo","SP ","CAMPINAS ","SU"
"00010622","Matilde Gomes Goncalves","0","0","Exterior"
"00010632","Raissa Santos Araujo","0","0","Exterior"
"00010642","João Almeida Cardoso","ES ","Colatina ","SU"
"00010652","Julia Rodrigues Alves","GO ","GOIANIA ","SU"
"00010662","Ágatha Cunha Rodrigues","SP ","SAO PAULO ","SU"
"00010672","Gabriela Rocha Araujo","0","0","Exterior"
"00010682","João Costa Santos","0","0","Exterior"
"00010692","Vitoria Almeida Carvalho","0","0","Exterior"
"00010702","Ryan Alves Melo","MG ","SAO SEBASTIAO DO PARAISO ","SU"
"00010712","Otávio Castro Lima","PR ","PATO BRANCO ","SU"
"00010722","Miguel Rocha Ribeiro","SP ","Sao Paulo ","SU"
"00010732","Vitoria Cunha Cardoso","MG ","PASSOS ","SU"
"00010742","Lucas Melo Alves","MG ","CONTAGEM ","SU"
"00010752","Enzo Sousa Rodrigues","0","0","Exterior"
"00010762","Isabella Barbosa Castro","0","0","Exterior"
"00010772","Laura Ferreira Alves","SP ","ITATIBA ","SU"
"00010782","Isabella Dias Fernandes","0","0","Exterior"
"00010792","Beatrice Sousa Pinto","PE ","RECIFE ","NE"
"00010802","Sarah Sousa Araujo","0","0","Exterior"
"00010812","Carla Carvalho Pinto","0","0","Exterior"
"00010822","Giovanna Fernandes Araujo","0","0","Exterior"
"00010832","Letícia Costa Cavalcanti","RJ ","RIO DE JANEIRO ","SU"
"00010842","Giovana Araujo Cavalcanti","0","0","Exterior"
"00010852","Camila Sousa Alves","SP ","SAO PAULO ","SU"
"00010872","Alice Cunha Souza","PR ","PATO BRANCO ","SU"
"00010882","Evelyn Gomes Oliveira","MG ","CONTAGEM ","SU"
"00010892","Renan Pereira Rocha","MG ","JANAUBA ","SU"
"00010902","Rodrigo Pinto Melo","MG ","JANAUBA ","SU"
"00010912","Ana Santos Carvalho","0","0","Exterior"
"00010922","Anna Fernandes Silva","0","0","Exterior"
"00010932","Beatrice Araujo Azevedo","MS ","SIDROLANDIA ","SU"
"00010942","Larissa Sousa Pereira","SP ","SAO PAULO ","SU"
"00010952","Isabela Cavalcanti Ribeiro","BA ","SALVADOR ","NE"
"00010962","Isabella Pereira Azevedo","MT ","Sinop ","SU"
"00010972","Diogo Fernandes Almeida","0","0","Exterior"
"00010982","Emilly Almeida Dias","0","0","Exterior"
"00010992","Matheus Costa Souza","SP ","SAO JOAO DA BOA VISTA ","SU"
"00011002","Nicole Carvalho Fernandes","PR ","Cianorte ","SU"
"00011012","Anna Gomes Ribeiro","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011022","Leonardo Silva Rocha","GO ","CATALAO ","SU"
"00011032","Luis Costa Correia","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011042","Melissa Barbosa Ferreira","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011052","Murilo Oliveira Gomes","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011062","Fábio Oliveira Castro","SP ","CATANDUVA ","SU"
"00011072","Vitoria Barros Souza","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011082","Isabella Lima Costa","RO ","PORTO VELHO ","NO"
"00011092","Matilde Barros Martins","SP ","SAO JOSE DO RIO PRETO ","SU"
"00011102","Murilo Martins Pereira","SP ","Catanduva ","SU"
"00011112","Leonor Martins Pereira","PR ","Curitiba ","SU"
"00011122","Murilo Dias Alves","SC ","FLORIANOPOLIS ","SU"
"00011132","Isabella Castro Oliveira","MG ","DIVINOPOLIS ","SU"
"00011142","Thaís Barbosa Oliveira","BA ","SALVADOR ","NE"
"00011152","Sarah Dias Rocha","0","0","Exterior"
"00011162","Nicolash Oliveira Santos","0","0","Exterior"
"00011172","Evelyn Almeida Ribeiro","0","0","Exterior"
"00011182","Erick Castro Cavalcanti","SP ","ITAPOLIS ","SU"
"00011192","Nicole Azevedo Pinto","MG ","PATOS DE MINAS ","SU"
"00011202","José Cunha Oliveira","SP ","SAO PAULO ","SU"
"00011212","Murilo Costa Alves","0","0","Exterior"
"00011222","Tiago Cardoso Cunha","PR ","PATO BRANCO ","SU"
"00011232","Aline Costa Alves","SP ","Ribeirao Preto ","SU"
"00011242","Ágatha Almeida Barros","PR ","TOLEDO ","SU"
"00011252","Caio Ribeiro Correia","SP ","SAO PAULO ","SU"
"00011262","Luiza Castro Gomes","SP ","SAO PAULO ","SU"
"00011272","Guilherme Sousa Cardoso","0","0","Exterior"
"00011282","Ana Dias Cardoso","BA ","FEIRA DE SANTANA ","NE"
"00011292","Gabriela Rocha Carvalho","SP ","Sorocaba ","SU"
"00011302","Daniel Oliveira Cunha","0","0","Exterior"
"00011312","Gabrielle Dias Souza","SP ","SAO PAULO ","SU"
"00011322","Felipe Martins Alves","SC ","Palhoca ","SU"
"00011342","Melissa Barbosa Almeida","MG ","Pompeu ","SU"
"00011352","Cauã Araujo Fernandes","SC ","XANXERE ","SU"
"00011362","Martim Correia Araujo","0","0","Exterior"
"00011372","Yasmin Cunha Fernandes","SP ","JUNDIAI ","SU"
"00011382","Beatriz Alves Azevedo","SP ","SAO PAULO ","SU"
"00011392","Renan Castro Gomes","SP ","SAO PAULO ","SU"
"00011402","Emilly Barbosa Almeida","PE ","Recife ","NE"
"00011412","Eduarda Cavalcanti Souza","SP ","SAO PAULO ","SU"
"00011422","Vitoria Santos Souza","PR ","CIANORTE ","SU"
"00011432","Sofia Castro Araujo","SP ","SAO PAULO ","SU"
"00011442","Kauã Costa Almeida","0","0","Exterior"
"00011452","Douglas Cardoso Goncalves","CE ","FORTALEZA ","NE"
"00011462","Júlia Carvalho Castro","RJ ","TERESOPOLIS ","SU"
"00011472","Marisa Carvalho Ferreira","0","0","Exterior"
"00011482","Ryan Gomes Cunha","0","0","Exterior"
"00011492","Rodrigo Rodrigues Melo","0","0","Exterior"
"00011502","Larissa Santos Rodrigues","0","0","Exterior"
"00011512","Marisa Pinto Fernandes","SP ","SAO JOSE DOS CAMPOS ","SU"
"00011522","Douglas Cardoso Castro","MG ","GOVERNADOR VALADARES ","SU"
"00011532","Bruna Goncalves Barbosa","BA ","Lauro de Freitas ","NE"
"00011542","Kaua Cunha Lima","GO ","Catalao ","SU"
"00011552","Rebeca Correia Barbosa","MG ","SANTO ANTONIO DO MONTE ","SU"
"00011562","Isabelle Ribeiro Gomes","MA ","CAXIAS ","NE"
"00011572","João Fernandes Rodrigues","0","0","Exterior"
"00011582","Renan Cavalcanti Rocha","PR ","CURITIBA ","SU"
"00011592","Felipe Rocha Azevedo","PE ","PETROLINA ","NE"
"00011602","Gabrielly Alves Rocha","RS ","CAXIAS DO SUL ","SU"
"00011612","Lucas Goncalves Barros","SC ","JARAGUA DO SUL ","SU"
"00011622","Marisa Rocha Castro","MA ","SAO LUIS ","NE"
"00011632","Isabella Barbosa Fernandes","SC ","Joinville ","SU"
"00011642","Renan Barros Ribeiro","0","0","Exterior"
"00011652","Matilde Ribeiro Silva","0","0","Exterior"
"00011662","Isabella Azevedo Alves","MT ","Cuiaba ","SU"
"00011672","Evelyn Pereira Azevedo","SP ","COTIA ","SU"
"00011682","Felipe Oliveira Dias","BA ","SALVADOR ","NE"
"00011692","Luis Santos Alves","MG ","Juiz de Fora ","SU"
"00011702","Marisa Almeida Cavalcanti","SP ","RIO CLARO ","SU"
"00011712","Isabelle Gomes Cardoso","PB ","JOAO PESSOA ","NE"
"00011722","Marina Barbosa Alves","RJ ","RIO DE JANEIRO ","SU"
"00011732","Emily Alves Goncalves","RN ","PARNAMIRIM ","NE"
"00011742","Mariana Rodrigues Azevedo","0","0","Exterior"
"00011752","Anna Araujo Cavalcanti","GO ","GOIANIA ","SU"
"00011762","Miguel Rocha Araujo","SP ","PRESIDENTE PRUDENTE ","SU"
"00011772","Giovana Almeida Barbosa","MG ","UBERLANDIA ","SU"
"00011782","Yasmin Ribeiro Gomes","RS ","CAXIAS DO SUL ","SU"
"00011792","Isabela Cavalcanti Costa","BA ","SALVADOR ","NE"
"00011802","Joao Rodrigues Souza","0","0","Exterior"
"00011812","Luana Almeida Santos","RJ ","RIO DE JANEIRO ","SU"
"00011822","Laura Melo Oliveira","0","0","Exterior"
"00011832","Camila Barbosa Azevedo","0","0","Exterior"
"00011842","Sofia Ribeiro Rocha","SP ","MARILIA ","SU"
"00011852","Douglas Cardoso Cunha","RJ ","MACAE ","SU"
"00011862","Renan Costa Barbosa","SP ","SAO JOSE DOS CAMPOS ","SU"
"00011872","Davi Cardoso Ribeiro","SP ","SAO PAULO ","SU"
"00011882","Paulo Oliveira Correia","MA ","Itapecuru Mirim ","NE"
"00011892","Samuel Santos Souza","0","0","Exterior"
"00011902","Isabela Pinto Barros","BA ","SALVADOR ","NE"
"00011912","Leonardo Carvalho Ferreira","RJ ","RIO DE JANEIRO ","SU"
"00011922","Gustavo Pereira Dias","0","0","Exterior"
"00011932","Bianca Cunha Souza","0","0","Exterior"
"00011942","Ryan Cavalcanti Cunha","RJ ","TERESOPOLIS ","SU"
"00011952","Erick Barbosa Fernandes","0","0","Exterior"
"00011962","Rebeca Rodrigues Araujo","MG ","VICOSA ","SU"
"00011972","Mariana Correia Pinto","MG ","JUIZ DE FORA ","SU"
"00011982","Kaua Santos Lima","SP ","Santos ","SU"
"00011992","Luan Goncalves Alves","RS ","PASSO FUNDO ","SU"
"00012002","Victor Azevedo Rocha","0","0","Exterior"
"00012012","Enzo Oliveira Pereira","RJ ","RIO DE JANEIRO ","SU"
"00012022","Bianca Ferreira Gomes","0","0","Exterior"
"00012032","Marisa Cunha Dias","MA ","CAXIAS ","NE"
"00012042","Fernanda Cavalcanti Lima","SP ","SAO PAULO ","SU"
"00012052","Victor Rocha Dias","SP ","LIMEIRA ","SU"
"00012062","Matilde Martins Sousa","0","0","Exterior"
"00012072","Daniel Pereira Barbosa","0","0","Exterior"
"00012082","Livia Azevedo Goncalves","0","0","Exterior"
"00012092","Rafaela Ribeiro Ferreira","PE ","RECIFE ","NE"
"00012102","Matilde Pereira Pinto","MG ","UBERABA ","SU"
"00012112","Rebeca Pinto Melo","0","0","Exterior"
"00012122","Eduarda Melo Oliveira","PR ","CURITIBA ","SU"
"00012132","Júlio Lima Fernandes","PR ","CURITIBA ","SU"
"00012142","Carolina Barbosa Martins","0","0","Exterior"
"00012152","Mariana Castro Cunha","PR ","Londrina ","SU"
"00012162","Emilly Goncalves Almeida","0","0","Exterior"
"00012172","Rafaela Gomes Silva","0","0","Exterior"
"00012182","Júlia Santos Pinto","BA ","SALVADOR ","NE"
"00012192","Julia Alves Ribeiro","0","0","Exterior"
"00012202","Daniel Azevedo Fernandes","MG ","DIVINOPOLIS ","SU"
"00012212","Julian Souza Pinto","SC ","Porto Uniao ","SU"
"00012222","André Ribeiro Souza","SP ","PRAIA GRANDE ","SU"
"00012232","Marina Silva Lima","BA ","SALVADOR ","NE"
"00012242","Isabela Carvalho Cavalcanti","0","0","Exterior"
"00012252","Ágatha Costa Carvalho","0","0","Exterior"
"00012262","Vitór Ribeiro Barbosa","0","0","Exterior"
"00012272","Vinicius Lima Dias","0","0","Exterior"
"00012292","Vitor Pinto Ribeiro","PR ","CURITIBA ","SU"
"00012302","Guilherme Lima Cardoso","RJ ","Rio de Janeiro ","SU"
"00012312","Vitor Correia Gomes","PI ","PICOS ","NE"
"00012322","Kauan Costa Ferreira","RN ","MOSSORO ","NE"
"00012332","Bianca Barbosa Sousa","PE ","Recife ","NE"
"00012342","Tomás Fernandes Barros","GO ","RIO VERDE ","SU"
"00012352","Danilo Dias Costa","CE ","JUAZEIRO DO NORTE ","NE"
"00012362","Rebeca Rodrigues Ferreira","AP ","Macapa ","NO"
"00012372","Tânia Rocha Martins","SP ","MARILIA ","SU"
"00012382","Vitoria Ferreira Dias","RJ ","Rio de Janeiro ","SU"
"00012392","Vinícius Oliveira Santos","CE ","FORTALEZA ","NE"
"00012402","Lavinia Sousa Pinto","MG ","JUIZ DE FORA ","SU"
"00012412","Camila Pinto Pereira","SP ","SAO PAULO ","SU"
"00012422","Daniel Sousa Pereira","0","0","Exterior"
"00012442","Laura Gomes Barbosa","RJ ","NITEROI ","SU"
"00012452","Bruna Silva Almeida","0","0","Exterior"
"00012462","Rafaela Pereira Carvalho","SP ","Leme ","SU"
"00012472","Kauê Goncalves Barbosa","AL ","MACEIO ","NE"
"00012492","Sofia Cavalcanti Sousa","SP ","Santo Andre ","SU"
"00012502","Isabelle Azevedo Cardoso","RJ ","RESENDE ","SU"
"00012512","Eduardo Goncalves Castro","SP ","SANTO ANDRE ","SU"
"00012522","Igor Carvalho Cardoso","RJ ","NOVA IGUACU ","SU"
"00012532","Luis Pereira Santos","ES ","Vitoria ","SU"
"00012542","Brenda Goncalves Dias","PR ","SAO MATEUS DO SUL ","SU"
"00012552","Vitoria Rocha Cavalcanti","0","0","Exterior"
"00012562","Vitória Martins Souza","SP ","JUNDIAI ","SU"
"00012572","Letícia Dias Cardoso","RJ ","TERESOPOLIS ","SU"
"00012582","Evelyn Rocha Martins","SP ","MARILIA ","SU"
"00012592","Alex Costa Pereira","GO ","Rio Verde ","SU"
"00012602","Ana Souza Silva","MG ","UBERLANDIA ","SU"
"00012612","Vinicius Barros Dias","0","0","Exterior"
"00012622","Nicolash Barbosa Rodrigues","PI ","TERESINA ","NE"
"00012632","Bruno Ribeiro Cunha","0","0","Exterior"
"00012642","Douglas Melo Correia","PR ","LONDRINA ","SU"
"00012652","Giovanna Araujo Almeida","RJ ","MACAE ","SU"
"00012672","Luiz Fernandes Castro","0","0","Exterior"
"00012682","Carolina Azevedo Goncalves","BA ","PAULO AFONSO ","NE"
"00012702","Victor Ribeiro Carvalho","SP ","SANTO ANDRE ","SU"
"00012712","Felipe Almeida Santos","RJ ","RIO DE JANEIRO ","SU"
"00012722","Brenda Sousa Rocha","SP ","Guarulhos ","SU"
"00012732","Marisa Carvalho Gomes","0","0","Exterior"
"00012742","Vinícius Silva Cavalcanti","MG ","UBERLANDIA ","SU"
"00012752","Leila Pereira Costa","0","0","Exterior"
"00012762","Nicolash Barros Alves","RJ ","RIO DE JANEIRO ","SU"
"00012782","Alex Gomes Carvalho","RN ","NATAL ","NE"
"00012792","Luiz Ribeiro Goncalves","0","0","Exterior"
